Epoch,Subject,Session,Recording,RecordingEpoch,Time,Stage
0,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,0,2016-09-20 23:03:28.598462+00:00,WAKE
1,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,1,2016-09-20 23:03:58.598462+00:00,WAKE
2,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,2,2016-09-20 23:04:28.598462+00:00,WAKE
3,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,3,2016-09-20 23:04:58.598462+00:00,WAKE
4,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,4,2016-09-20 23:05:28.598462+00:00,WAKE
5,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,5,2016-09-20 23:05:58.598462+00:00,WAKE
6,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,6,2016-09-20 23:06:28.598462+00:00,WAKE
7,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,7,2016-09-20 23:06:58.598462+00:00,WAKE
8,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,8,2016-09-20 23:07:28.598462+00:00,WAKE
9,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,9,2016-09-20 23:07:58.598462+00:00,WAKE
10,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,10,2016-09-20 23:08:28.598462+00:00,WAKE
11,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,11,2016-09-20 23:08:58.598462+00:00,WAKE
12,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,12,2016-09-20 23:09:28.598462+00:00,WAKE
13,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,13,2016-09-20 23:09:58.598462+00:00,WAKE
14,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,14,2016-09-20 23:10:28.598462+00:00,WAKE
15,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,15,2016-09-20 23:10:58.598462+00:00,WAKE
16,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,16,2016-09-20 23:11:28.598462+00:00,WAKE
17,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,17,2016-09-20 23:11:58.598462+00:00,WAKE
18,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,18,2016-09-20 23:12:28.598462+00:00,WAKE
19,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,19,2016-09-20 23:12:58.598462+00:00,WAKE
20,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,20,2016-09-20 23:13:28.598462+00:00,WAKE
21,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,21,2016-09-20 23:13:58.598462+00:00,WAKE
22,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,22,2016-09-20 23:14:28.598462+00:00,WAKE
23,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,23,2016-09-20 23:14:58.598462+00:00,WAKE
24,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,24,2016-09-20 23:15:28.598462+00:00,WAKE
25,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,25,2016-09-20 23:15:58.598462+00:00,WAKE
26,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,26,2016-09-20 23:16:28.598462+00:00,WAKE
27,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,27,2016-09-20 23:16:58.598462+00:00,WAKE
28,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,28,2016-09-20 23:17:28.598462+00:00,WAKE
29,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,29,2016-09-20 23:17:58.598462+00:00,WAKE
30,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,30,2016-09-20 23:18:28.598462+00:00,WAKE
31,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,31,2016-09-20 23:18:58.598462+00:00,WAKE
32,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,32,2016-09-20 23:19:28.598462+00:00,WAKE
33,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,33,2016-09-20 23:19:58.598462+00:00,WAKE
34,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,34,2016-09-20 23:20:28.598462+00:00,WAKE
35,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,35,2016-09-20 23:20:58.598462+00:00,WAKE
36,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,36,2016-09-20 23:21:28.598462+00:00,WAKE
37,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,37,2016-09-20 23:21:58.598462+00:00,WAKE
38,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,38,2016-09-20 23:22:28.598462+00:00,WAKE
39,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,39,2016-09-20 23:22:58.598462+00:00,WAKE
40,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,40,2016-09-20 23:23:28.598462+00:00,WAKE
41,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,41,2016-09-20 23:23:58.598462+00:00,WAKE
42,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,42,2016-09-20 23:24:28.598462+00:00,WAKE
43,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,43,2016-09-20 23:24:58.598462+00:00,WAKE
44,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,44,2016-09-20 23:25:28.598462+00:00,WAKE
45,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,45,2016-09-20 23:25:58.598462+00:00,WAKE
46,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,46,2016-09-20 23:26:28.598462+00:00,WAKE
47,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,47,2016-09-20 23:26:58.598462+00:00,WAKE
48,sub-00056,ses-1,sub-00056_ses-1_task-sleep_acq-20160920T2304_eeg,48,2016-09-20 23:27:28.598462+00:00,WAKE
